R_0.05Hz,X_0.05Hz,R_0.1Hz,X_0.1Hz,R_0.2Hz,X_0.2Hz,R_0.4Hz,X_0.4Hz,R_1.0Hz,X_1.0Hz,R_2.0Hz,X_2.0Hz,R_4.0Hz,X_4.0Hz,R_10.0Hz,X_10.0Hz,R_20.0Hz,X_20.0Hz,R_40.0Hz,X_40.0Hz,R_100.0Hz,X_100.0Hz,R_200.0Hz,X_200.0Hz,R_400.0Hz,X_400.0Hz,R_1000.0Hz,X_1000.0Hz,time,SOH,Capacity,Battery_ID,Rs,Rct,f_peak,sigma,Phi_min,Abs_Z_0.05Hz,X_Sum,AUC_X,Z_magnitude_low,Relative_Rs,Relative_Rct,SOH_Trend
-0.0492225224815095,0.0008572294333783,0.0442572662227115,0.0005326129181916,0.0441729405885904,-0.0005196477700934,0.0472005214168165,-0.0010206646230307,0.049975382548244,-0.0013236024659822,0.0525467525156419,-0.0015827332765202,0.0556891616233794,-0.0014716753613202,0.0608029340804017,-0.0016259154073793,0.0615799746233374,-0.0017972712678832,0.0629082638843814,-0.0012425376892272,0.0663760373136536,-0.0009106267791512,0.06764336541803,-0.0013784369107146,0.0667366978300679,-0.0007940901470492,0.0676910765589142,-0.0009409588408324,1208519729.0,92.35129974664596,1.8470259949329195,B0005,0.0667366978300679,0.0006071202110791984,20.0,-0.08194897836925794,-0.030111373583200762,0.04922998640812486,-0.0132183181876139,0.0039314610197165875,0.04922998640812486,0.9727319838788239,1.0,0.06860748791661146
-0.0060254164254007,0.0072192212425701,0.0463606788784969,0.0004967144407568,0.0453931055380861,-0.0002340990854448,0.0470853131025354,-0.0008091831118131,0.0500401830175775,-0.0011517075632066,0.0509767296534214,-0.0015799887246657,0.0548937288996218,-0.0017370936402586,0.0580202352551719,-0.0019984864039628,0.0620255660033608,-0.0020897321929103,0.0639639457832641,-0.0017638177454094,0.0668268354757865,-0.0016602085858385,0.0712863495781726,-0.0011010085052165,0.0710627871692721,-0.0011772938616572,0.0731523981053142,-0.0008939375559641,1208525956.0,92.35129974664596,1.8470259949329195,B0005,0.0731523981053142,0.0006071202110791984,20.0,-0.04498739754373532,-0.034431032556262925,0.009403339749719986,-0.0084806212930207,0.004700970275669323,0.009403339749719986,1.0662451042403245,1.0,0.06905331051318332
-0.0210365201909164,-0.003730505769898,0.0444576348162908,0.0002860834940768,0.0444226402756124,-0.0004719807304511,0.0472818493340553,-0.0009149135794247,0.0505778102365655,-0.0014008179460359,0.0521410159190362,-0.0015058676016032,0.0552398905476057,-0.0012614497586669,0.0579408956905559,-0.0013151109578015,0.061102470667601,-0.0012357949407302,0.0634801678625401,-0.001034607932205,0.0632107218993793,-0.0007550807297372,0.063292493124596,-0.0003973726007955,0.0659333678144523,-2.8509884112889653e-05,0.0673191099395287,-0.0003701883444137,1208538867.0,92.3708655641822,1.847417311283644,B0005,0.0659333678144523,0.0006071202110791984,10.0,-0.057942724630855535,-2.9660825286434847,0.02136473390992913,-0.01413611728179899,0.0027653466725198225,0.02136473390992913,0.9610229118808519,1.0,0.06789837647181622
-0.0175222885765205,0.0202668932579306,0.0447086162171918,0.000574699284655,0.0433871680716185,-0.0008129785630143,0.0466213626681859,-0.0008878028564634,0.0497712144356841,-0.0012885035376002,0.0513428406011965,-0.0015387965016542,0.0538109425184516,-0.0016145863757747,0.0579766270140855,-0.0018836279429974,0.0615905171374761,-0.0017746532874094,0.0631140787617245,-0.0017403943703813,0.0664019646955183,-0.001608944121524,0.0689263352117342,-0.0015171930686603,0.0703907783028989,-0.0009601753995446,0.0710585362881585,-0.0015317309259646,1208545044.0,92.3708655641822,1.847417311283644,B0005,0.0703907783028989,0.0006071202110791984,10.0,-0.05410125192995261,-0.03247801219994835,0.0267913709855844,0.0036822055915972005,0.004681559925140728,0.0267913709855844,1.0259926494970188,1.0,0.06865515701480591
-0.0793491954618969,-0.0012901327616956,0.0440016925032552,0.0005615413811524,0.0431469358441872,-0.0004943715843055,0.0469518071367769,-0.0011029407824762,0.0504729214130272,-0.0013898588756654,0.0526443707862333,-0.001602352753042,0.0552631019027166,-0.0015663133224035,0.060198108338126,-0.0022973194161069,0.0624241949773698,-0.0013729302325663,0.0629406313314026,-0.0012572322264665,0.0632786403063478,-0.0001905242750779,0.066572073141124,-0.0005763928165707,0.0670841442918327,-0.0004831879908243,0.0691619692357441,-0.0005722835755089,1208557953.0,91.80887106739472,1.8361774213478947,B0005,0.0632786403063478,0.0006071202110791984,10.0,-0.10725150003613691,-3.125335159246539,0.07935968285592578,-0.013634299231557302,0.0034173406585842805,0.07935968285592578,0.9223284837838609,1.0,0.06780332890270263
-0.073378291201181,0.0040486398958882,0.0440222158056791,0.0005531506126171,0.0441759334229169,-0.0003696148132989,0.0474314359367552,-0.0004446507655449,0.0493060157915677,-0.0012008574541897,0.0509642817278094,-0.0014558740202635,0.0539930367582309,-0.0014810698616186,0.056521829534007,-0.0019688845025243,0.0601046394053956,-0.0016472336559789,0.0627873928376545,-0.0015925339907209,0.066639101133143,-0.001710213979227,0.0690987915549094,-0.0013324054368776,0.0703438883270132,-0.0011495531922851,0.0705206005450164,-0.001032106252318,1208564110.0,91.80887106739472,1.8361774213478947,B0005,0.0705206005450164,0.0006071202110791984,10.0,-0.1028098775869833,-0.03481997561685228,0.07348989797660556,-0.010783207416342101,0.004483047525590528,0.07348989797660556,1.0278848954611224,1.0,0.06914680541365996
0.0290068288978506,0.010826919107385,0.0450457199074385,0.0004891132682509,0.0437412654939433,-0.0005048442233981,0.0466820217673308,-0.0010844655567214,0.0493191148470419,-0.0013150940265693,0.0520807995366641,-0.0020539297506986,0.0563799341960455,-0.0014127964505057,0.0603010512980572,-0.0019035166146682,0.0620841240405383,-0.0012048879075854,0.0627018571090307,-0.0009700351148601,0.0618652906822481,-0.0007490814613981,0.0664364813102262,-0.0007011231615521,0.0665355381924301,-0.0007825650843488,0.0688932575447977,-0.0003097129655067,1208576820.0,91.2890373788812,1.825780747577624,B0005,0.0688932575447977,0.0006071202110791984,10.0,-0.014401493600185925,-0.039416943128613414,0.030961561654203412,-0.0016760199421765993,0.0034849278318256197,0.030961561654203412,1.0041652833657688,1.0,0.06848183122451482
-0.04022909489331,-0.0038078663099048,0.0446435432542312,0.0005832937829661,0.0440059671736928,-0.000397789468641,0.0460325513999646,-0.0007544376393065,0.0501489640775105,-0.0011033018700293,0.0508397751998664,-0.0015132370178604,0.0541484847685727,-0.0016056830968985,0.058415123901071,-0.0018225200165062,0.0605783595817404,-0.0022074482537207,0.0615513838124418,-0.0018930568306343,0.0664685526354448,-0.001811010927702,0.0690587279391161,-0.0011716625079539,0.0705274191600258,-0.0011397097567832,0.072650750369239,-0.0004881380213655,1208582938.0,91.2890373788812,1.825780747577624,B0005,0.072650750369239,0.0006071202110791984,20.0,-0.07334215942113699,-3.0472192928208846,0.04040890894059191,-0.019132567934340202,0.004626864901556782,0.04040890894059191,1.0589332531391018,1.0,0.07045533012597281
-0.0566872307265231,0.0018059989144041,0.0430509886999936,0.0004366191106022,0.0432419057454159,-0.0005130763654538,0.0470003342671262,-0.001184929951681,0.0517600034070585,-0.0008280430778497,0.0523118431832958,-0.001542269083676,0.0557874999808818,-0.0014996183627563,0.0580992266411443,-0.0016434928048419,0.0614032637430618,-0.0011430208713045,0.062917645850663,-0.0010109694146768,0.0648802941234038,-0.0013342551093916,0.0647135462049944,-0.0006560766713891,0.0670659073571731,-0.0002081380933684,0.0686950698199652,-0.0007374354566907,1208596367.0,91.25568217539184,1.8251136435078368,B0005,0.0670659073571731,0.0006071202110791984,10.0,-0.08808031687268023,-0.02947367891144391,0.05671599209677014,-0.010058707238073502,0.003268044172243402,0.05671599209677014,0.9775304328105985,1.0,0.07007338158795441
-0.0215972512530666,-0.0005376131230279,0.0445148092538424,0.0005656025160259,0.043239615460546,-0.0005398673896652,0.0462938316255673,-0.0009330942882541,0.0488165635867227,-0.0012100888039379,0.0505939608367474,-0.0013999459301419,0.0538298598819588,-0.0014524896743748,0.0572808302499515,-0.001953125352531,0.0602571196556778,-0.0018348951179039,0.0638795364366397,-0.0013102733940886,0.0668025710163903,-0.0011005600725924,0.0705841002584491,-0.0017268190222536,0.0704526370128916,-0.0019318526979458,0.0731461348136379,-0.0005967622342933,1208602505.0,91.25568217539184,1.8251136435078368,B0005,0.0731461348136379,0.0006071202110791984,10.0,-0.05734585513536562,-3.1167051290178245,0.021603941528298455,-0.0159617845849845,0.004502397866215677,0.021603941528298455,1.0661538125771768,1.0,0.07054878770762192
