R_0.05Hz,X_0.05Hz,R_0.1Hz,X_0.1Hz,R_0.2Hz,X_0.2Hz,R_0.4Hz,X_0.4Hz,R_1.0Hz,X_1.0Hz,R_2.0Hz,X_2.0Hz,R_4.0Hz,X_4.0Hz,R_10.0Hz,X_10.0Hz,R_20.0Hz,X_20.0Hz,R_40.0Hz,X_40.0Hz,R_100.0Hz,X_100.0Hz,R_200.0Hz,X_200.0Hz,R_400.0Hz,X_400.0Hz,R_1000.0Hz,X_1000.0Hz,time,SOH,Capacity,Battery_ID,Rs,Rct,f_peak,sigma,Phi_min,Abs_Z_0.05Hz,X_Sum,AUC_X,Z_magnitude_low,Relative_Rs,Relative_Rct,SOH_Trend,R_Mid_Avg,Augmentation_Type
-0.0492225224815095,0.0008572294333783,0.0442572662227115,0.0005326129181916,0.0441729405885904,-0.0005196477700934,0.0472005214168165,-0.0010206646230307,0.049975382548244,-0.0013236024659822,0.0525467525156419,-0.0015827332765202,0.0556891616233794,-0.0014716753613202,0.0608029340804017,-0.0016259154073793,0.0615799746233374,-0.0017972712678832,0.0629082638843814,-0.0012425376892272,0.0663760373136536,-0.0009106267791512,0.06764336541803,-0.0013784369107146,0.0667366978300679,-0.0007940901470492,0.0676910765589142,-0.0009409588408324,1208519729.0,92.35129974664596,1.8470259949329195,B0005,0.0667366978300679,0.0006071202110791,20.0,-0.0819489783692579,-0.0301113735832007,0.0492299864081248,-0.0132183181876139,0.0039314610197165,0.0492299864081248,0.972731983878824,1.0,0.0686074879166114,0.06434121219164533,Original
-0.0060254164254007,0.0072192212425701,0.0463606788784969,0.0004967144407568,0.0453931055380861,-0.0002340990854448,0.0470853131025354,-0.0008091831118131,0.0500401830175775,-0.0011517075632066,0.0509767296534214,-0.0015799887246657,0.0548937288996218,-0.0017370936402586,0.0580202352551719,-0.0019984864039628,0.0620255660033608,-0.0020897321929103,0.0639639457832641,-0.0017638177454094,0.0668268354757865,-0.0016602085858385,0.0712863495781726,-0.0011010085052165,0.0710627871692721,-0.0011772938616572,0.0731523981053142,-0.0008939375559641,1208525956.0,92.35129974664596,1.8470259949329195,B0005,0.0731523981053142,0.0006071202110791,20.0,-0.0449873975437353,-0.0344310325562629,0.0094033397497199,-0.0084806212930207,0.0047009702756693,0.0094033397497199,1.0662451042403245,1.0,0.0690533105131833,0.065530953210838,Original
-0.0175222885765205,0.0202668932579306,0.0447086162171918,0.000574699284655,0.0433871680716185,-0.0008129785630143,0.0466213626681859,-0.0008878028564634,0.0497712144356841,-0.0012885035376002,0.0513428406011965,-0.0015387965016542,0.0538109425184516,-0.0016145863757747,0.0579766270140855,-0.0018836279429974,0.0615905171374761,-0.0017746532874094,0.0631140787617245,-0.0017403943703813,0.0664019646955183,-0.001608944121524,0.0689263352117342,-0.0015171930686603,0.0703907783028989,-0.0009601753995446,0.0710585362881585,-0.0015317309259646,1208545044.0,92.3708655641822,1.847417311283644,B0005,0.0703907783028989,0.0006071202110791,10.0,-0.0541012519299526,-0.0324780121999483,0.0267913709855844,0.0036822055915972,0.0046815599251407,0.0267913709855844,1.0259926494970188,1.0,0.0686551570148059,0.06473338352057291,Original
-0.073378291201181,0.0040486398958882,0.0440222158056791,0.0005531506126171,0.0441759334229169,-0.0003696148132989,0.0474314359367552,-0.0004446507655449,0.0493060157915677,-0.0012008574541897,0.0509642817278094,-0.0014558740202635,0.0539930367582309,-0.0014810698616186,0.056521829534007,-0.0019688845025243,0.0601046394053956,-0.0016472336559789,0.0627873928376545,-0.0015925339907209,0.066639101133143,-0.001710213979227,0.0690987915549094,-0.0013324054368776,0.0703438883270132,-0.0011495531922851,0.0705206005450164,-0.001032106252318,1208564110.0,91.80887106739472,1.8361774213478947,B0005,0.0705206005450164,0.0006071202110791,10.0,-0.1028098775869833,-0.0348199756168522,0.0734898979766055,-0.0107832074163421,0.0044830475255905,0.0734898979766055,1.0278848954611224,1.0,0.0691468054136599,0.06424927379868713,Original
0.0290068288978506,0.010826919107385,0.0450457199074385,0.0004891132682509,0.0437412654939433,-0.0005048442233981,0.0466820217673308,-0.0010844655567214,0.0493191148470419,-0.0013150940265693,0.0520807995366641,-0.0020539297506986,0.0563799341960455,-0.0014127964505057,0.0603010512980572,-0.0019035166146682,0.0620841240405383,-0.0012048879075854,0.0627018571090307,-0.0009700351148601,0.0618652906822481,-0.0007490814613981,0.0664364813102262,-0.0007011231615521,0.0665355381924301,-0.0007825650843488,0.0688932575447977,-0.0003097129655067,1208576820.0,91.2890373788812,1.825780747577624,B0005,0.0688932575447977,0.0006071202110791,10.0,-0.0144014936001859,-0.0394169431286134,0.0309615616542034,-0.0016760199421765,0.0034849278318256,0.0309615616542034,1.0041652833657688,1.0,0.0684818312245148,0.06332072377208843,Original
-0.0566872307265231,0.0018059989144041,0.0430509886999936,0.0004366191106022,0.0432419057454159,-0.0005130763654538,0.0470003342671262,-0.001184929951681,0.0517600034070585,-0.0008280430778497,0.0523118431832958,-0.001542269083676,0.0557874999808818,-0.0014996183627563,0.0580992266411443,-0.0016434928048419,0.0614032637430618,-0.0011430208713045,0.062917645850663,-0.0010109694146768,0.0648802941234038,-0.0013342551093916,0.0647135462049944,-0.0006560766713891,0.0670659073571731,-0.0002081380933684,0.0686950698199652,-0.0007374354566907,1208596367.0,91.25568217539184,1.8251136435078368,B0005,0.0670659073571731,0.0006071202110791,10.0,-0.0880803168726802,-0.0294736789114439,0.0567159920967701,-0.0100587072380735,0.0032680441722434,0.0567159920967701,0.9775304328105984,1.0,0.0700733815879544,0.06317998065340674,Original
-0.0456764074252878,0.0074668433084419,0.0438677256291696,0.0008008742094411,0.0433516614289161,-0.0007001255041447,0.0473482695137348,-0.0010949540993822,0.0509265869184229,-0.0015055195958688,0.0532345627920227,-0.0015390106708215,0.0561470797999468,-0.0014239682953811,0.0597816232810864,-0.0018549609415665,0.0600163553223333,-0.0020068438772585,0.0627792591278469,-0.0009122212341843,0.0641718746920871,-0.001125930557348,0.0658292930421073,-0.0005756116295792,0.0651869731112205,-8.365407966518617e-05,0.0686108578549243,6.296716474872816e-05,1208615233.0,91.2790752110188,1.825581504220376,B0005,0.0686108578549243,0.0006071202110791,20.0,-0.0788042856075784,-0.0334258287528323,0.046282695948634,-0.0044921158025682,0.0033672927223202,0.046282695948634,1.000049119103689,1.0,0.069347081680943,0.06296089642944692,Original
-0.0571466706398158,0.0164740725476703,0.0439039567664771,0.0005487983960102,0.0441382932862202,-0.0005574377804014,0.0469650132449495,-0.0010550239595064,0.0488123636806391,-0.0025383646471693,0.0504113043334506,-0.0011958507696984,0.0540436033328496,-0.0014498816278219,0.0565921963963525,-0.0020679787286751,0.0604603284672709,-0.0017927590496821,0.0622383066945713,-0.0031816683217931,0.0685968636336087,-0.0018048629958046,0.0678358619592063,-0.000952006477424,0.0691927619399535,-0.0010264978761637,0.0712702881431353,-0.0005304481197039,1208621291.0,91.2790752110188,1.825581504220376,B0005,0.0712702881431353,0.0006071202110791,40.0,-0.0886122561808488,-0.0519556937888486,0.0594738348479521,-0.0011299094101634,0.0050047518759185,0.0594738348479521,1.0388120933645073,1.0,0.0697062599883358,0.06415271984849387,Original
-0.009946409878582,0.0003992192593022,0.0448936583291698,0.0005201812291754,0.0421665576480256,-0.000825126202157,0.046205599513518,-0.0006678444864074,0.0492311350332597,-0.0010890146548599,0.0504829281378727,-0.0014313452971128,0.0538202650873687,-0.001403283739111,0.0575939551070776,-0.0018219136363855,0.0617321551325239,-0.0015371061982134,0.0625480756318424,-0.000752808712474,0.0654025705401059,-0.0018961614938538,0.0674760532988947,-0.0015294373634899,0.0678127160572838,-0.0013119065054898,0.0688617988941371,-0.0007644454749051,1208640057.0,90.70155637541951,1.814031127508391,B0005,0.0688617988941371,0.0006071202110791,100.0,-0.0469006155882126,-0.0316232193284149,0.0099544183903305,-0.014110993275982,0.0041814393395226,0.0099544183903305,1.0037067525025072,1.0,0.0682629893182995,0.06376092096128805,Original
-0.0121023368705235,0.0072589248442334,0.0444164686249457,0.0007957119600792,0.0433734944328525,-0.0005260880367403,0.0463835802045519,-0.0010526243936023,0.0516746062038378,-0.0013734275570578,0.0521710248461414,-0.0015789050883313,0.055194471860809,-0.0014726642563596,0.0618519527639737,-0.0022794392506017,0.0630018189924872,-0.0008158341395167,0.0628064924858398,-0.001271373067581,0.0648015697336239,-0.0007245277734295,0.0656671275863393,-0.000146265893136,0.065346474791798,-0.0007880621142713,0.0684939141452537,-0.0005277599191764,1208653306.0,90.7384597057947,1.8147691941158937,B0005,0.0656671275863393,0.0006071202110791,10.0,-0.049344420889107,-0.0368364788054321,0.0141123544322647,-0.0045023346854913,0.0033609058014591,0.0141123544322647,0.957142282576415,1.0,0.0668658241091939,0.06391257272567698,Original
