R_0.05Hz,X_0.05Hz,R_0.1Hz,X_0.1Hz,R_0.2Hz,X_0.2Hz,R_0.4Hz,X_0.4Hz,R_1.0Hz,X_1.0Hz,R_2.0Hz,X_2.0Hz,R_4.0Hz,X_4.0Hz,R_10.0Hz,X_10.0Hz,R_20.0Hz,X_20.0Hz,R_40.0Hz,X_40.0Hz,R_100.0Hz,X_100.0Hz,R_200.0Hz,X_200.0Hz,R_400.0Hz,X_400.0Hz,R_1000.0Hz,X_1000.0Hz,time,SOH,Capacity,Battery_ID
-0.049222522481509594,0.0008572294333783951,0.044257266222711596,0.0005326129181916339,0.04417294058859042,-0.0005196477700934975,0.047200521416816583,-0.0010206646230307753,0.04997538254824403,-0.0013236024659822162,0.05254675251564192,-0.0015827332765202165,0.0556891616233794,-0.001471675361320293,0.060802934080401716,-0.001625915407379315,0.06157997462333746,-0.0017972712678832059,0.06290826388438146,-0.0012425376892272768,0.06637603731365366,-0.0009106267791512863,0.06764336541803005,-0.0013784369107146873,0.0667366978300679,-0.0007940901470492614,0.06769107655891426,-0.0009409588408324759,1208519729.0,92.35129974664596,1.8470259949329193,B0005
-0.006025416425400717,0.0072192212425701546,0.046360678878496944,0.0004967144407568554,0.04539310553808614,-0.0002340990854448641,0.04708531310253542,-0.0008091831118131569,0.0500401830175775,-0.0011517075632066765,0.050976729653421496,-0.0015799887246657194,0.05489372889962183,-0.0017370936402586112,0.058020235255171936,-0.001998486403962868,0.06202556600336086,-0.0020897321929103057,0.06396394578326416,-0.0017638177454094202,0.06682683547578654,-0.0016602085858385817,0.07128634957817268,-0.0011010085052165625,0.07106278716927211,-0.0011772938616572,0.07315239810531424,-0.0008939375559641656,1208525956.0,92.35129974664596,1.8470259949329193,B0005
-0.021036520190916445,-0.0037305057698980904,0.04445763481629082,0.00028608349407684293,0.0444226402756124,-0.00047198073045111533,0.04728184933405534,-0.0009149135794247636,0.05057781023656554,-0.001400817946035948,0.052141015919036256,-0.0015058676016032498,0.055239890547605724,-0.0012614497586669958,0.0579408956905559,-0.001315110957801507,0.061102470667601085,-0.0012357949407302083,0.06348016786254013,-0.0010346079322050123,0.0632107218993793,-0.0007550807297372704,0.06329249312459605,-0.0003973726007955793,0.06593336781445233,-2.8509884112889653e-05,0.06731910993952872,-0.0003701883444137793,1208538867.0,92.3708655641822,1.847417311283644,B0005
-0.017522288576520596,0.020266893257930668,0.04470861621719188,0.0005746992846550107,0.04338716807161856,-0.0008129785630143642,0.046621362668185985,-0.0008878028564634354,0.04977121443568416,-0.0012885035376002081,0.051342840601196545,-0.0015387965016542264,0.053810942518451685,-0.0016145863757747834,0.05797662701408557,-0.0018836279429974006,0.061590517137476194,-0.0017746532874094243,0.06311407876172453,-0.0017403943703813642,0.06640196469551837,-0.0016089441215240978,0.0689263352117342,-0.0015171930686603372,0.07039077830289897,-0.0009601753995446087,0.07105853628815853,-0.001531730925964651,1208545044.0,92.3708655641822,1.847417311283644,B0005
-0.07934919546189695,-0.0012901327616956534,0.04400169250325527,0.0005615413811524418,0.04314693584418728,-0.0004943715843055022,0.04695180713677699,-0.001102940782476254,0.05047292141302727,-0.0013898588756654665,0.052644370786233304,-0.0016023527530420972,0.05526310190271668,-0.0015663133224035905,0.06019810833812601,-0.0022973194161069275,0.06242419497736985,-0.0013729302325663575,0.06294063133140264,-0.0012572322264665862,0.0632786403063478,-0.00019052427507790237,0.06657207314112405,-0.0005763928165707108,0.06708414429183274,-0.0004831879908243608,0.06916196923574414,-0.0005722835755089138,1208557953.0,91.80887106739473,1.8361774213478947,B0005
-0.07337829120118103,0.004048639895888209,0.044022215805679166,0.0005531506126171213,0.04417593342291697,-0.0003696148132989919,0.04743143593675525,-0.00044465076554499273,0.049306015791567785,-0.00120085745418973,0.05096428172780948,-0.0014558740202635422,0.05399303675823096,-0.0014810698616186827,0.05652182953400701,-0.0019688845025243487,0.06010463940539568,-0.0016472336559789644,0.06278739283765451,-0.0015925339907209403,0.06663910113314309,-0.001710213979227072,0.06909879155490946,-0.0013324054368776424,0.07034388832701323,-0.0011495531922851594,0.07052060054501648,-0.0010321062523180556,1208564110.0,91.80887106739473,1.8361774213478947,B0005
0.02900682889785068,0.010826919107385079,0.04504571990743853,0.0004891132682509346,0.043741265493943395,-0.00050484422339812,0.0466820217673308,-0.0010844655567214037,0.049319114847041955,-0.0013150940265693031,0.05208079953666414,-0.002053929750698698,0.05637993419604552,-0.001412796450505792,0.06030105129805722,-0.0019035166146682268,0.062084124040538355,-0.0012048879075854892,0.06270185710903074,-0.0009700351148601049,0.06186529068224813,-0.0007490814613981807,0.06643648131022621,-0.0007011231615521947,0.06653553819243016,-0.0007825650843488759,0.06889325754479776,-0.00030971296550678413,1208576820.0,91.2890373788812,1.8257807475776242,B0005
-0.04022909489331005,-0.0038078663099048735,0.04464354325423122,0.0005832937829661998,0.044005967173692886,-0.0003977894686410368,0.04603255139996462,-0.0007544376393065792,0.050148964077510516,-0.0011033018700293176,0.050839775199866495,-0.0015132370178604988,0.05414848476857275,-0.0016056830968985895,0.058415123901071044,-0.0018225200165062883,0.06057835958174049,-0.0022074482537207435,0.06155138381244185,-0.0018930568306343985,0.06646855263544485,-0.0018110109277020268,0.06905872793911615,-0.0011716625079539638,0.07052741916002588,-0.0011397097567832277,0.07265075036923907,-0.00048813802136557255,1208582938.0,91.2890373788812,1.8257807475776242,B0005
-0.05668723072652318,0.0018059989144041217,0.04305098869999367,0.0004366191106022498,0.043241905745415976,-0.0005130763654538089,0.047000334267126215,-0.0011849299516810507,0.05176000340705854,-0.0008280430778497943,0.05231184318329586,-0.001542269083676049,0.05578749998088186,-0.0014996183627563214,0.0580992266411443,-0.0016434928048419497,0.061403263743061834,-0.001143020871304556,0.06291764585066306,-0.0010109694146768233,0.0648802941234038,-0.0013342551093916712,0.06471354620499442,-0.0006560766713891082,0.06706590735717313,-0.00020813809336849262,0.06869506981996525,-0.0007374354566907802,1208596367.0,91.25568217539184,1.8251136435078368,B0005
-0.02159725125306669,-0.0005376131230279693,0.04451480925384246,0.0005656025160259159,0.04323961546054609,-0.0005398673896652521,0.046293831625567376,-0.0009330942882541104,0.048816563586722705,-0.001210088803937903,0.05059396083674747,-0.0013999459301419575,0.05382985988195888,-0.0014524896743748836,0.0572808302499515,-0.0019531253525310803,0.06025711965567782,-0.0018348951179039754,0.06387953643663974,-0.0013102733940886745,0.06680257101639034,-0.0011005600725924806,0.0705841002584491,-0.0017268190222536866,0.07045263701289162,-0.0019318526979458343,0.07314613481363795,-0.0005967622342933919,1208602505.0,91.25568217539184,1.8251136435078368,B0005
