R_0.05Hz,R_0.1Hz,R_0.2Hz,R_0.4Hz,R_1.0Hz,R_10.0Hz,R_100.0Hz,R_1kHz,R_2.0Hz,R_20.0Hz,R_200.0Hz,R_4.0Hz,R_40.0Hz,R_400.0Hz,X_0.05Hz,X_0.1Hz,X_0.2Hz,X_0.4Hz,X_1.0Hz,X_10.0Hz,X_100.0Hz,X_1kHz,X_2.0Hz,X_20.0Hz,X_200.0Hz,X_4.0Hz,X_40.0Hz,X_400.0Hz,BATTERY_ID,MEASURE_ID,SOH,battery_id,data_source,filename,R_1Hz,X_1Hz,R_2Hz,X_2Hz,R_4Hz,X_4Hz,R_10Hz,X_10Hz,R_20Hz,X_20Hz,R_40Hz,X_40Hz,R_100Hz,X_100Hz,R_200Hz,X_200Hz,R_400Hz,X_400Hz,R_8Hz,R_16Hz,R_31Hz,R_62Hz,R_125Hz,R_250Hz,R_500Hz,X_8Hz,X_16Hz,X_31Hz,X_62Hz,X_125Hz,X_250Hz,X_500Hz,battery_condition,original_row_idx,SOC,Temperature
0.1048550622391102,0.1032866572480748,0.1021256745027451,0.1015715637500408,0.1004466449113253,0.0961259281668709,0.0880875223238087,0.080875107636481,0.099540976800247,0.0939080587557132,0.0855774304424694,0.0984236289608574,0.0914305307050419,0.083365476051919,-0.0049607674948065,-0.0039612038562732,-0.0028042023420402,-0.0022359363219387,-0.0023494894842796,-0.0042473996964541,-0.0052733944021022,-0.0033915640333912,-0.0028113199539465,-0.0049688680965371,-0.0049829825377816,-0.003310337641363,-0.0052776331746111,-0.0043926648434021,3.0,03_9,83.6,3.0,spectroscopy,Spec_Batt3_Meas03_9_SOH83.6.csv,0.1004466449113253,-0.0023494894842796,0.099540976800247,-0.0028113199539465,0.0984236289608574,-0.003310337641363,0.0961259281668709,-0.0042473996964541,0.0939080587557132,-0.0049688680965371,0.0914305307050419,-0.0052776331746111,0.0880875223238087,-0.0052733944021022,0.0855774304424694,-0.0049829825377816,0.083365476051919,-0.0043926648434021,,,,,,,,,,,,,,,,,,
0.1075976601963497,0.1057438173455429,0.1046154709984819,0.1039712496903671,0.1026788942135125,0.0981372558493282,0.0878845624645472,0.0796185505591733,0.1018739123128033,0.0953843755044292,0.0848219651942239,0.1006988359294065,0.0921789029323832,0.0822835292575994,-0.005367892076986,-0.0041378392384345,-0.0030132049607512,-0.0024012703087238,-0.0024619499279262,-0.0050891877883546,-0.0065714865934581,-0.003617847694042,-0.003016315173412,-0.0061804511319956,-0.0059570377714471,-0.0036275832008584,-0.0066857750558962,-0.005032653260822,2.0,02_5,86.8,2.0,spectroscopy,Spec_Batt2_Meas02_5_SOH86.8.csv,0.1026788942135125,-0.0024619499279262,0.1018739123128033,-0.003016315173412,0.1006988359294065,-0.0036275832008584,0.0981372558493282,-0.0050891877883546,0.0953843755044292,-0.0061804511319956,0.0921789029323832,-0.0066857750558962,0.0878845624645472,-0.0065714865934581,0.0848219651942239,-0.0059570377714471,0.0822835292575994,-0.005032653260822,,,,,,,,,,,,,,,,,,
0.1040316685693952,0.1024331246769818,0.1013648046542085,0.1008832031557645,0.0999860748828124,0.0966822870880169,0.0885389607713135,0.0813921151362073,0.0993644214154293,0.0946426772534113,0.0859652956215866,0.0985328526676187,0.0921642132885078,0.0837235548188794,-0.0048033672465337,-0.0038131843426626,-0.0025909599103261,-0.0019193378152613,-0.0019356004894012,-0.0039014159549489,-0.0054843360776209,-0.0031652823412448,-0.0022471269154074,-0.0047774693749182,-0.0050527238104435,-0.002715681623128,-0.0053679335335172,-0.0043197222365922,5.0,05_5,81.2,5.0,spectroscopy,Spec_Batt5_Meas05_5_SOH81.2.csv,0.0999860748828124,-0.0019356004894012,0.0993644214154293,-0.0022471269154074,0.0985328526676187,-0.002715681623128,0.0966822870880169,-0.0039014159549489,0.0946426772534113,-0.0047774693749182,0.0921642132885078,-0.0053679335335172,0.0885389607713135,-0.0054843360776209,0.0859652956215866,-0.0050527238104435,0.0837235548188794,-0.0043197222365922,,,,,,,,,,,,,,,,,,
0.1024425997800162,0.1008942831776591,0.0998284558327936,0.0994075283039675,0.0985248263413643,0.0952515435280903,0.0867681433934905,0.0794713534396781,0.0978843431692961,0.0930490880923433,0.0840979117316561,0.0970787757109743,0.0905307213843621,0.081815950904444,-0.0046657611707934,-0.0037421011639552,-0.0025049635226538,-0.0019051850651783,-0.0018576482715124,-0.0039757596100209,-0.0056102765910169,-0.0031877881691345,-0.0022248930588174,-0.0049162212171936,-0.0051022402880157,-0.0027267760378499,-0.0055188279212897,-0.0043838174009015,5.0,05_3,86.6,5.0,spectroscopy,Spec_Batt5_Meas05_3_SOH86.6.csv,0.0985248263413643,-0.0018576482715124,0.0978843431692961,-0.0022248930588174,0.0970787757109743,-0.0027267760378499,0.0952515435280903,-0.0039757596100209,0.0930490880923433,-0.0049162212171936,0.0905307213843621,-0.0055188279212897,0.0867681433934905,-0.0056102765910169,0.0840979117316561,-0.0051022402880157,0.081815950904444,-0.0043838174009015,,,,,,,,,,,,,,,,,,
0.1045190961474939,0.1029395435276922,0.1018247037342248,0.1012736274991526,0.1002032782380399,0.0963381756253646,0.0880552594330357,0.0807017538540214,0.0994912283754625,0.0941889125876641,0.0855126070815561,0.0983414625563815,0.0916333268746978,0.0831921427387115,-0.0049279547264527,-0.0038821977408753,-0.0027095322126765,-0.0021106016026457,-0.0022193464751216,-0.0041524657804481,-0.0055131504460496,-0.0034350748404864,-0.0025710583340221,-0.0050078835053091,-0.0051502344479578,-0.0030640868462209,-0.0054412459762932,-0.0045552801915017,3.0,03_6,84.7,3.0,spectroscopy,Spec_Batt3_Meas03_6_SOH84.7.csv,0.1002032782380399,-0.0022193464751216,0.0994912283754625,-0.0025710583340221,0.0983414625563815,-0.0030640868462209,0.0963381756253646,-0.0041524657804481,0.0941889125876641,-0.0050078835053091,0.0916333268746978,-0.0054412459762932,0.0880552594330357,-0.0055131504460496,0.0855126070815561,-0.0051502344479578,0.0831921427387115,-0.0045552801915017,,,,,,,,,,,,,,,,,,
0.1046114426643382,0.1030229310798291,0.1019644604815439,0.1014432442924411,0.1004815274523748,0.0971963741972304,0.0892964544915118,0.0822375832570662,0.0998679775400977,0.0951875925707816,0.0867776267769049,0.0990211285501658,0.0928180922666505,0.0845672588914584,-0.0048119307460305,-0.0038209064074114,-0.0025784445373372,-0.0019690322863014,-0.0019134475649366,-0.0037960620948409,-0.005347260320083,-0.0031406539517717,-0.0022564442133466,-0.0046623115586797,-0.0049333583472872,-0.0026879023630834,-0.0052355759796346,-0.0042890138403158,5.0,05_6,79.2,5.0,spectroscopy,Spec_Batt5_Meas05_6_SOH79.2.csv,0.1004815274523748,-0.0019134475649366,0.0998679775400977,-0.0022564442133466,0.0990211285501658,-0.0026879023630834,0.0971963741972304,-0.0037960620948409,0.0951875925707816,-0.0046623115586797,0.0928180922666505,-0.0052355759796346,0.0892964544915118,-0.005347260320083,0.0867776267769049,-0.0049333583472872,0.0845672588914584,-0.0042890138403158,,,,,,,,,,,,,,,,,,
0.1078794643067879,0.1061076070072644,0.1049795157127807,0.1043079992398458,0.1030010205722252,0.0985685034778817,0.0879896108545265,0.0796516782394749,0.1022341890016624,0.0956919798096088,0.084907807186404,0.1011728978548101,0.0924842110079075,0.0823200319870221,-0.0052898099473123,-0.0042044099468572,-0.0029759960697109,-0.0024252380741174,-0.00246495181059,-0.0051476525604576,-0.0066656753386808,-0.0036065003435456,-0.0029876295060194,-0.0063292488593415,-0.0060182073750149,-0.0036167235417042,-0.0068109913318683,-0.0050891844642564,2.0,02_4,86.6,2.0,spectroscopy,Spec_Batt2_Meas02_4_SOH86.6.csv,0.1030010205722252,-0.00246495181059,0.1022341890016624,-0.0029876295060194,0.1011728978548101,-0.0036167235417042,0.0985685034778817,-0.0051476525604576,0.0956919798096088,-0.0063292488593415,0.0924842110079075,-0.0068109913318683,0.0879896108545265,-0.0066656753386808,0.084907807186404,-0.0060182073750149,0.0823200319870221,-0.0050891844642564,,,,,,,,,,,,,,,,,,
0.1044394998294756,0.102751818583322,0.1015413490637971,0.1009492285725052,0.099714721042407,0.095377259485872,0.0864726134901632,0.0788746063800654,0.0988825672671641,0.0930113366455233,0.0838138522299313,0.0977394239936035,0.0902616525647404,0.0813980399790019,-0.005072119590803,-0.004092362675902,-0.0028788754582346,-0.0022726767631633,-0.002418268078176,-0.0046090909912609,-0.0057872385543071,-0.0034349082977286,-0.0028132771780961,-0.0054208416015262,-0.0053778994634308,-0.003366504374041,-0.0058596462541552,-0.0047021649566717,2.0,02_9,89.0,2.0,spectroscopy,Spec_Batt2_Meas02_9_SOH89.0.csv,0.099714721042407,-0.002418268078176,0.0988825672671641,-0.0028132771780961,0.0977394239936035,-0.003366504374041,0.095377259485872,-0.0046090909912609,0.0930113366455233,-0.0054208416015262,0.0902616525647404,-0.0058596462541552,0.0864726134901632,-0.0057872385543071,0.0838138522299313,-0.0053778994634308,0.0813980399790019,-0.0047021649566717,,,,,,,,,,,,,,,,,,
0.1054650066884668,0.1038710028241403,0.1027810822960494,0.1022073916006856,0.1010702669536347,0.0971363236491077,0.0888072251154823,0.0814810317161394,0.1002524936871611,0.0948734365922044,0.0862272638945833,0.0992775540179139,0.0923509264487078,0.0839493761968237,-0.0049626959195932,-0.0039787482742778,-0.0027593169239448,-0.0021730116781992,-0.0022161744137445,-0.0042310883582002,-0.0054588757042311,-0.003412491850332,-0.0026435723030183,-0.0050368283054207,-0.0051149789163855,-0.0030874939963431,-0.0054282228179336,-0.0045264917891669,3.0,03_7,80.3,3.0,spectroscopy,Spec_Batt3_Meas03_7_SOH80.3.csv,0.1010702669536347,-0.0022161744137445,0.1002524936871611,-0.0026435723030183,0.0992775540179139,-0.0030874939963431,0.0971363236491077,-0.0042310883582002,0.0948734365922044,-0.0050368283054207,0.0923509264487078,-0.0054282228179336,0.0888072251154823,-0.0054588757042311,0.0862272638945833,-0.0051149789163855,0.0839493761968237,-0.0045264917891669,,,,,,,,,,,,,,,,,,
0.1060096346387207,0.1044344844058477,0.1032280951557772,0.1026966793171357,0.10165998684772,0.0975907791940276,0.0880666600785055,0.0801404474260476,0.1008516237330284,0.0950207032029885,0.0851816705870665,0.0998140219880055,0.0921286402513973,0.0827368757919391,-0.005019773255616,-0.0040419743274972,-0.0027760756596795,-0.0021699159348329,-0.0022328341504723,-0.0046745422911053,-0.0061320119047447,-0.0035808249657658,-0.0026977927267575,-0.0056862579524188,-0.0056108648131836,-0.0033375096443164,-0.0061799151630594,-0.0048322423658412,3.0,03_4,87.2,3.0,spectroscopy,Spec_Batt3_Meas03_4_SOH87.2.csv,0.10165998684772,-0.0022328341504723,0.1008516237330284,-0.0026977927267575,0.0998140219880055,-0.0033375096443164,0.0975907791940276,-0.0046745422911053,0.0950207032029885,-0.0056862579524188,0.0921286402513973,-0.0061799151630594,0.0880666600785055,-0.0061320119047447,0.0851816705870665,-0.0056108648131836,0.0827368757919391,-0.0048322423658412,,,,,,,,,,,,,,,,,,
